prompt,regime,layer,head,T,S,read_ratio,component_read_gain,rel_l2,cosine,js,topk_overlap,mass_retained,entropy,gini,pass_strict,pass_mod,pass_weak
short_qa,short,1,2,44,16,0.36363636363636365,2.75,0.06984159922220454,0.9979741804049554,0.008612323899364564,1.0,0.9753715883732951,2.56357876357508,0.7776553270973768,False,True,True
short_qa,short,1,2,44,32,0.7272727272727273,1.375,0.0016994301041177932,0.999998908926015,0.00022783367191295435,1.0,0.9993427665333691,2.56357876357508,0.7776553270973768,True,True,True
short_qa,short,1,3,44,1,0.022727272727272728,44.0,4.210793293095539,0.6689633081160437,0.4993503484665097,1.0,0.12280396360169306,3.1424794020511815,0.6024490855948864,False,False,False
short_qa,short,1,3,44,2,0.045454545454545456,22.0,2.1779115998835983,0.748503475043858,0.4031132754172122,1.0,0.2225533011204556,3.1424794020511815,0.6024490855948864,False,False,False
short_qa,short,1,3,44,4,0.09090909090909091,11.0,0.9119784195125943,0.922953771848746,0.2644222724134092,1.0,0.41604320320091814,3.1424794020511815,0.6024490855948864,False,False,False
short_qa,short,1,3,44,8,0.18181818181818182,5.5,0.5358618180784696,0.9705081630062266,0.15320156720115716,1.0,0.6220623217493257,3.1424794020511815,0.6024490855948864,False,False,False
short_qa,short,1,3,44,16,0.36363636363636365,2.75,0.2079024778889652,0.9904956398945564,0.06567770087501527,1.0,0.8229219229474379,3.1424794020511815,0.6024490855948864,False,False,False
short_qa,short,1,3,44,32,0.7272727272727273,1.375,0.048125962729251154,0.9992195811242502,0.012003678591913033,1.0,0.9657940739298434,3.1424794020511815,0.6024490855948864,True,True,True
short_qa,short,1,4,44,1,0.022727272727272728,44.0,1.958046314362772,0.843857314415056,0.3534769351826357,1.0,0.2845783213715875,2.244613466385,0.831068427863266,False,False,False
short_qa,short,1,4,44,2,0.045454545454545456,22.0,0.9456624839071462,0.9414249969633411,0.21604221660797102,1.0,0.49948921796133167,2.244613466385,0.831068427863266,False,False,False
short_qa,short,1,4,44,4,0.09090909090909091,11.0,0.36854712010346463,0.992842670531925,0.106387564504923,1.0,0.7248320890188721,2.244613466385,0.831068427863266,False,False,False
